KNN,CodeBERT,deepwalk_cg,0.489071038,0.69245648,0.573258607
KNN,CodeBERT,grarep_cg,0.5,1,0.666666667
KNN,CodeBERT,line_cg,0.5,1,0.666666667
KNN,CodeBERT,node2vec_cg,0.489830508,0.558994197,0.522131888
KNN,CodeBERT,sdne_cg,0.479569892,0.43385214,0.455566905
KNN,CodeBERT,walklets_cg,0.4875,0.305283757,0.375451264
KNN,CodeGPT,deepwalk_cg,0.495495495,0.744680851,0.595054096
KNN,CodeGPT,grarep_cg,0.5,1,0.666666667
KNN,CodeGPT,line_cg,0.500484027,1,0.667096774
KNN,CodeGPT,node2vec_cg,0.539473684,0.713733075,0.614487927
KNN,CodeGPT,sdne_cg,0.503626943,0.945525292,0.657200811
KNN,CodeGPT,walklets_cg,0.484662577,0.309197652,0.377538829
KNN,CodeT5,deepwalk_cg,0.501792115,0.81237911,0.620384047
KNN,CodeT5,grarep_cg,0.5,1,0.666666667
KNN,CodeT5,line_cg,0.5,1,0.666666667
KNN,CodeT5,node2vec_cg,0.496202532,0.758220503,0.599846978
KNN,CodeT5,sdne_cg,0.506198347,0.953307393,0.661268556
KNN,CodeT5,walklets_cg,0.525114155,0.450097847,0.484720759
KNN,CoTexT,deepwalk_cg,0.495786517,0.6827853,0.574450773
KNN,CoTexT,grarep_cg,0.5,1,0.666666667
KNN,CoTexT,line_cg,0.5,1,0.666666667
KNN,CoTexT,node2vec_cg,0.483779972,0.66344294,0.55954323
KNN,CoTexT,sdne_cg,0.503503504,0.978599222,0.664904164
KNN,CoTexT,walklets_cg,0.474093264,0.358121331,0.408026756
KNN,GraphCodeBERT,deepwalk_cg,0.485207101,0.6344294,0.549874267
KNN,GraphCodeBERT,grarep_cg,0.5,1,0.666666667
KNN,GraphCodeBERT,line_cg,0.5,1,0.666666667
KNN,GraphCodeBERT,node2vec_cg,0.517647059,0.510638298,0.514118793
KNN,GraphCodeBERT,sdne_cg,0.504615385,0.957198444,0.660846206
KNN,GraphCodeBERT,walklets_cg,0.513447433,0.410958904,0.456521739
KNN,PLBART,deepwalk_cg,0.501246883,0.777562863,0.609552691
KNN,PLBART,grarep_cg,0.5,1,0.666666667
KNN,PLBART,line_cg,0.5,1,0.666666667
KNN,PLBART,node2vec_cg,0.49847561,0.632495164,0.557544757
KNN,PLBART,sdne_cg,0.513874615,0.972762646,0.672494956
KNN,PLBART,walklets_cg,0.513647643,0.405088063,0.452954048
