DT,CodeBERT,deepwalk_cg,0.491452991,0.222437137,0.306258322
DT,CodeBERT,grarep_cg,0.50877193,0.113060429,0.185007974
DT,CodeBERT,line_cg,0.567839196,0.218568665,0.315642458
DT,CodeBERT,node2vec_cg,0.547619048,0.35589942,0.431418523
DT,CodeBERT,sdne_cg,0.437209302,0.182879377,0.257887517
DT,CodeBERT,walklets_cg,0.516587678,0.213307241,0.301939058
DT,CodeGPT,deepwalk_cg,0.568627451,0.33655706,0.422843256
DT,CodeGPT,grarep_cg,0.456790123,0.144249513,0.219259259
DT,CodeGPT,line_cg,0.532663317,0.205029014,0.296089385
DT,CodeGPT,node2vec_cg,0.461538462,0.150870406,0.227405248
DT,CodeGPT,sdne_cg,0.41509434,0.171206226,0.242424242
DT,CodeGPT,walklets_cg,0.543859649,0.121330724,0.1984
DT,CodeT5,deepwalk_cg,0.495098039,0.195357834,0.280166436
DT,CodeT5,grarep_cg,0.561403509,0.187134503,0.280701754
DT,CodeT5,line_cg,0.518867925,0.212765957,0.301783265
DT,CodeT5,node2vec_cg,0.555555556,0.270793037,0.364109233
DT,CodeT5,sdne_cg,0.422018349,0.089494163,0.147672552
DT,CodeT5,walklets_cg,0.502512563,0.195694716,0.281690141
DT,CoTexT,deepwalk_cg,0.457943925,0.189555126,0.268125855
DT,CoTexT,grarep_cg,0.541666667,0.177387914,0.267254038
DT,CoTexT,line_cg,0.506726457,0.218568665,0.305405405
DT,CoTexT,node2vec_cg,0.604477612,0.156673114,0.248847926
DT,CoTexT,sdne_cg,0.513368984,0.186770428,0.273894437
DT,CoTexT,walklets_cg,0.333333333,0.054794521,0.094117647
DT,GraphCodeBERT,deepwalk_cg,0.523076923,0.19729207,0.286516854
DT,GraphCodeBERT,grarep_cg,0.503597122,0.136452242,0.214723926
DT,GraphCodeBERT,line_cg,0.575289575,0.288201161,0.384020619
DT,GraphCodeBERT,node2vec_cg,0.527859238,0.348162476,0.41958042
DT,GraphCodeBERT,sdne_cg,0.391752577,0.147859922,0.214689266
DT,GraphCodeBERT,walklets_cg,0.528846154,0.107632094,0.178861789
DT,PLBART,deepwalk_cg,0.454081633,0.172147002,0.249649369
DT,PLBART,grarep_cg,0.413173653,0.134502924,0.202941176
DT,PLBART,line_cg,0.444444444,0.131528046,0.202985075
DT,PLBART,node2vec_cg,0.560885609,0.294003868,0.385786802
DT,PLBART,sdne_cg,0.537117904,0.239299611,0.331090175
DT,PLBART,walklets_cg,0.635416667,0.238747554,0.347083926
